chắc_chắn	A	B-AP	O
sẽ	R	O	O
biết	V	B-VP	O
khối	N	B-NP	O
chuyện	N	B-NP	O
về	E	B-PP	O
thế_giới	N	B-NP	O
người_mẫu	N	B-NP	O
.	CH	O	O

Tuy_nhiên	C	O	O
,	CH	O	O
cũng	R	O	O
vào	E	B-PP	O
phút	N	B-NP	O
chót	N	B-NP	O
,	CH	O	O
Kara	Np	B-NP	B-PER
cho	V	B-VP	O
biết	V	B-VP	O
cô	Nc	B-NP	O
phải	V	B-VP	O
sang	V	B-VP	O
châu	Np	B-NP	B-LOC
Âu	Np	I-NP	I-LOC
để	E	B-PP	O
dự	V	B-VP	O
một	M	B-NP	O
chương_trình	N	B-NP	O
thời_trang	N	B-NP	O
tại	E	B-PP	O
Paris	Np	B-NP	B-LOC
.	CH	O	O

Tôi	P	B-NP	O
quyết_định	V	B-VP	O
chuẩn_bị	V	B-VP	O
đến	V	B-VP	O
Milan	Np	B-NP	B-LOC
.	CH	O	O

Vào	E	B-PP	O
một	M	B-NP	O
ngày	N	B-NP	O
trước	E	B-PP	O
khi	N	B-NP	O
rời	V	B-VP	O
Los	Np	B-NP	B-LOC
Angeles	Np	I-NP	I-LOC
,	CH	O	O
tôi	P	B-NP	O
chứng_kiến	V	B-VP	O
một	M	B-NP	O
cảnh	N	B-NP	O
có_thể	R	O	O
được	V	B-VP	O
xem	V	B-VP	O
là	C	O	O
điển_hình	N	B-NP	O
thật_sự	A	B-AP	O
của	E	B-PP	O
mặt_trái	N	B-NP	O
công_nghiệp	N	B-NP	O
người_mẫu	N	B-NP	O
.	CH	O	O

Trước	N	B-NP	O
đó	P	B-NP	O
,	CH	O	O
tôi	P	B-NP	O
nhận	V	B-VP	O
được	R	O	O
cú	N	B-NP	O
điện_thoại	V	B-VP	O
từ	E	B-PP	O
nhiếp_ảnh_gia	N	B-NP	O
Freddie	Np	B-NP	B-PER
Lowry	Np	I-NP	I-PER
,	CH	O	O
mời	V	B-VP	O
đến	V	B-VP	O
dự	V	B-VP	O
một	M	B-NP	O
bữa	N	B-NP	O
tiệc	N	B-NP	O
cuồng_loạn	A	B-AP	O
.	CH	O	O

Lowry	Np	B-NP	B-PER
cho	V	B-VP	O
biết	V	B-VP	O
vào	E	B-PP	O
mỗi	L	B-NP	O
tháng	N	B-NP	O
tại	E	B-PP	O
biệt_thự	N	B-NP	O
ở	E	B-PP	O
Venice	Np	B-NP	B-LOC
Beach	Np	I-NP	I-LOC
(	CH	O	O
Los	Np	B-NP	B-LOC
Angeles	Np	I-NP	I-LOC
)	CH	O	O
,	CH	O	O
người_ta	P	B-NP	O
tổ_chức	V	B-VP	O
bữa	N	B-NP	O
tiệc	N	B-NP	O
thác_loạn	A	B-AP	O
để	E	B-PP	O
các	L	B-NP	O
đại_gia	N	B-NP	O
lắm	A	B-AP	O
tiền	N	B-NP	O
nhiều	A	B-AP	O
của	N	B-NP	O
móc_nối	V	B-VP	O
trực_tiếp	A	B-AP	O
với	E	B-PP	O
những	L	B-NP	O
người_mẫu	N	B-NP	O
hàng_đầu	N	B-NP	O
Los	Np	B-NP	B-LOC
Angeles	Np	I-NP	I-LOC
.	CH	O	O

Lowry	Np	B-NP	B-PER
nói	V	B-VP	O
rằng	E	B-PP	O
người	N	B-NP	O
tổ_chức	V	B-VP	O
là	V	B-VP	O
một	M	B-NP	O
cựu	A	B-AP	O
người_mẫu	N	B-NP	O
gần	A	B-AP	O
30	M	B-NP	O
tuổi	N	B-NP	O
.	CH	O	O

Cảm_thấy	V	B-VP	O
dần	R	O	O
hết	V	B-VP	O
thời	N	B-NP	O
,	CH	O	O
cô	Nc	B-NP	O
ta	P	B-NP	O
bắt_đầu	V	B-VP	O
kinh_doanh	V	B-VP	O
dịch_vụ	N	B-NP	O
mại_dâm	V	B-VP	O
cao_cấp	A	B-AP	O
.	CH	O	O

Vé	N	B-NP	O
vào	V	B-VP	O
cửa	N	B-NP	O
thôi	T	O	O
đã	R	O	O
là	V	B-VP	O
200	M	B-NP	O
USD	Nu	B-NP	O
.	CH	O	O

Nhiều	A	B-AP	O
người_mẫu	N	B-NP	O
đã	R	O	O
đến	V	B-VP	O
đây	P	B-NP	O
để	E	B-PP	O
kiếm	V	B-VP	O
thêm	R	O	O
thu_nhập	N	B-NP	O
sau	N	B-NP	O
sàn_diễn	N	B-NP	O
.	CH	O	O

“	CH	O	O
Giá	N	B-NP	O
một	M	B-NP	O
giờ	N	B-NP	O
là	V	B-VP	O
2.000	M	B-NP	O
USD	Nu	B-NP	O
”	CH	O	O

Khi	N	B-NP	O
chúng_tôi	P	B-NP	O
đến	V	B-VP	O
biệt_thự	N	B-NP	O
,	CH	O	O
gã	P	B-NP	O
bảo_vệ	V	B-VP	O
da	N	B-NP	O
đen	A	B-AP	O
tóc	N	B-NP	O
xoăn	A	B-AP	O
trông	V	B-VP	O
giống	A	B-AP	O
y_hệt	A	B-AP	O
tên	N	B-NP	O
đô_vật	N	B-NP	O
dùng	V	B-VP	O
thiết_bị	N	B-NP	O
an_ninh	N	B-NP	O
rà	V	B-VP	O
từ	E	B-PP	O
đầu	N	B-NP	O
xuống	V	B-VP	O
chân	N	B-NP	O
để	E	B-PP	O
soát	V	B-VP	O
vũ_khí	N	B-NP	O
.	CH	O	O

Trước	N	B-NP	O
khi	N	B-NP	O
cho	V	B-VP	O
chúng_tôi	P	B-NP	O
vào	V	B-VP	O
,	CH	O	O
gã	P	B-NP	O
hỏi	V	B-VP	O
làm	V	B-VP	O
thế_nào	P	B-NP	O
mà	C	O	O
biết	V	B-VP	O
nơi	N	B-NP	O
này	P	B-NP	O
và	C	O	O
rằng	E	B-PP	O
chúng_tôi	P	B-NP	O
đã	R	O	O
đến	V	B-VP	O
bao_giờ	P	B-NP	O
chưa	R	O	O
.	CH	O	O

Hài_lòng	V	B-VP	O
trước	E	B-PP	O
lời	N	B-NP	O
giải_thích	V	B-VP	O
của	E	B-PP	O
Lowry	Np	B-NP	B-PER
,	CH	O	O
cuối_cùng	A	B-AP	O
hắn	P	B-NP	O
để	E	B-PP	O
chúng_tôi	P	B-NP	O
vào	V	B-VP	O
trong	N	B-NP	O
sau	N	B-NP	O
khi	N	B-NP	O
thò	V	B-VP	O
tay	N	B-NP	O
lấy	V	B-VP	O
tiền	N	B-NP	O
vé	N	B-NP	O
.	CH	O	O

Bên	N	B-NP	O
trong	A	B-AP	O
,	CH	O	O
căn	Nc	B-NP	O
phòng	N	B-NP	O
tối	A	B-AP	O
trông	V	B-VP	O
cực_kỳ	R	O	O
sang_trọng	A	B-AP	O
.	CH	O	O

Ở	E	B-PP	O
đây	P	B-NP	O
không	R	O	O
có	V	B-VP	O
đèn_điện	N	B-NP	O
.	CH	O	O

Người_ta	P	B-NP	O
chỉ	R	O	O
thắp	V	B-VP	O
nến	N	B-NP	O
.	CH	O	O

Mùi	N	B-NP	O
trầm_hương	N	B-NP	O
thoang_thoảng	V	B-VP	O
tạo	V	B-VP	O
không_khí	N	B-NP	O
rất	R	O	O
dễ_chịu	A	B-AP	O
và	C	O	O
hấp_dẫn	V	B-VP	O
đặc_biệt	A	B-AP	O
.	CH	O	O

Khoảng	A	B-AP	O
hơn	A	B-AP	O
20	M	B-NP	O
người_mẫu	N	B-NP	O
có_mặt	V	B-VP	O
trong	E	B-PP	O
phòng	N	B-NP	O
.	CH	O	O

Họ	P	B-NP	O
đều	R	O	O
mang	V	B-VP	O
guốc	N	B-NP	O
cao	A	B-AP	O
gót	N	B-NP	O
,	CH	O	O
trang_điểm	V	B-VP	O
thật	R	O	O
đậm	A	B-AP	O
và	C	O	O
vận	V	B-VP	O
trang_phục	N	B-NP	O
cực	A	B-AP	O
đẹp	A	B-AP	O
như_thể	C	O	O
sắp	R	O	O
chụp	V	B-VP	O
hình	N	B-NP	O
cho	E	B-PP	O
ảnh	N	B-NP	O
bìa	N	B-NP	O
tờ	Nc	B-NP	B-ORG
Vogue	Np	I-NP	I-ORG
.	CH	O	O

Cũng	R	O	O
ngần	N	B-NP	O
ấy	P	B-NP	O
các	L	B-NP	O
ông	Nc	B-NP	O
có_mặt	V	B-VP	O
xung_quanh	N	B-NP	O
.	CH	O	O

Chỉ	R	O	O
cần	V	B-VP	O
liếc	V	B-VP	O
nhìn	V	B-VP	O
cũng	R	O	O
thấy	V	B-VP	O
họ	P	B-NP	O
là	V	B-VP	O
dân	N	B-NP	O
giàu_có	A	B-AP	O
.	CH	O	O

Hầu_hết	L	B-NP	O
ở	E	B-PP	O
tuổi	N	B-NP	O
tứ_tuần	N	B-NP	O
.	CH	O	O

Lowry	Np	B-NP	B-PER
giới_thiệu	V	B-VP	O
tôi	P	B-NP	O
với	E	B-PP	O
bà	N	B-NP	O
chủ	N	B-NP	O
.	CH	O	O

Tisha	Np	B-NP	B-PER
sực	V	B-VP	O
mùi	N	B-NP	O
nước_hoa	N	B-NP	O
cao_cấp	A	B-AP	O
nhoẻn	V	B-VP	O
miệng	N	B-NP	O
cười	V	B-VP	O
và	C	O	O
điệu_nghệ	A	B-AP	O
mời	V	B-VP	O
tôi	P	B-NP	O
ly	N	B-NP	O
vodka	FW	B-NP	O
.	CH	O	O

Tisha	Np	B-NP	B-PER
nói	V	B-VP	O
rằng	C	O	O
không	R	O	O
phải	A	B-AP	O
ai	P	B-NP	O
cũng	R	O	O
biết	V	B-VP	O
những	L	B-NP	O
bữa	N	B-NP	O
tiệc	N	B-NP	O
như	C	O	O
thế_này	P	B-NP	O
.	CH	O	O

Chỉ	R	O	O
một	M	B-NP	O
số	N	B-NP	O
ít	A	B-AP	O
đại_gia	N	B-NP	O
mới	R	O	O
được	V	B-VP	O
rỉ_tai	V	B-VP	O
nhau	N	B-NP	O
và	C	O	O
giới_thiệu	V	B-VP	O
đến	V	B-VP	O
.	CH	O	O

Sau	N	B-NP	O
một	M	B-NP	O
hồi	N	B-NP	O
nói_đông_nói_tây	V	B-VP	O
,	CH	O	O
tôi	P	B-NP	O
bắt_đầu	V	B-VP	O
dò_hỏi	V	B-VP	O
quá_khứ	N	B-NP	O
bản_thân	N	B-NP	O
Tisha	Np	B-NP	B-PER
.	CH	O	O

Thoạt_đầu	N	B-NP	O
ngập_ngừng	V	B-VP	O
nhưng	C	O	O
cuối_cùng	A	B-AP	O
Tisha	Np	B-NP	B-PER
cũng	R	O	O
cho	V	B-VP	O
biết	V	B-VP	O
cô	Nc	B-NP	O
là	V	B-VP	O
người_mẫu	N	B-NP	O
sáng_giá	A	B-AP	O
đầu	N	B-NP	O
thập_niên	N	B-NP	O
1990	M	B-NP	O
.	CH	O	O

Sau	N	B-NP	O
sáu	M	B-NP	O
năm	N	B-NP	O
lăn_lộn	V	B-VP	O
trong	E	B-PP	O
nghề	N	B-NP	O
và	C	O	O
nếm	V	B-VP	O
đủ	A	B-AP	O
mùi_vị	N	B-NP	O
,	CH	O	O
Tisha	Np	B-NP	B-PER
rút	V	B-VP	O
ra	V	B-VP	O
được	R	O	O
bài_học	N	B-NP	O
giá_trị	N	B-NP	O
rằng	C	O	O
tuổi_thọ	N	B-NP	O
nghề	N	B-NP	O
người_mẫu	N	B-NP	O
cực	A	B-AP	O
ngắn	A	B-AP	O
,	CH	O	O
và	C	O	O
rằng	C	O	O
tiệc_tùng	N	B-NP	O
là	V	B-VP	O
một	M	B-NP	O
trong	E	B-PP	O
những	L	B-NP	O
“	CH	O	O
công_nghiệp	N	B-NP	O
”	CH	O	O
ăn_theo	V	B-VP	O
công_nghiệp	N	B-NP	O
người_mẫu	N	B-NP	O
có	V	B-VP	O
lợi_nhuận	N	B-NP	O
rất	R	O	O
đáng_kể	A	B-AP	O
.	CH	O	O

Kinh_nghiệm	N	B-NP	O
còn	R	O	O
cho	V	B-VP	O
thấy	V	B-VP	O
có	V	B-VP	O
rất	R	O	O
nhiều	A	B-AP	O
người_mẫu	N	B-NP	O
trẻ	A	B-AP	O
muốn	V	B-VP	O
kiếm	V	B-VP	O
thêm	R	O	O
thu_nhập	N	B-NP	O
để	E	B-PP	O
thoả_mãn	V	B-VP	O
cơn	N	B-NP	O
thèm_khát	V	B-VP	O
quần_áo	N	B-NP	O
,	CH	O	O
mỹ_phẩm	N	B-NP	O
và	C	O	O
xe_hơi	N	B-NP	O
.	CH	O	O

Nói	V	B-VP	O
cách	N	B-NP	O
khác	A	B-AP	O
,	CH	O	O
tổ_chức	V	B-VP	O
tiệc	N	B-NP	O
để	E	B-PP	O
móc_nối	V	B-VP	O
“	CH	O	O
thương_vụ	N	B-NP	O
”	CH	O	O
(	CH	O	O
mại_dâm	N	B-NP	O
)	CH	O	O
và	C	O	O
hưởng	V	B-VP	O
phần_trăm	N	B-NP	O
là	V	B-VP	O
“	CH	O	O
ý_tưởng	N	B-NP	O
kinh_doanh	V	B-VP	O
”	CH	O	O
của	E	B-PP	O
Tisha	Np	B-NP	B-PER
.	CH	O	O

Từ	E	B-PP	O
đó	P	B-NP	O
,	CH	O	O
Tisha	Np	B-NP	B-PER
nổi_tiếng	A	B-AP	O
ở	E	B-PP	O
khu_vực	N	B-NP	O
Hollywood	Np	B-NP	B-LOC
là	V	B-VP	O
một	M	B-NP	O
trong	E	B-PP	O
những	L	B-NP	O
“	CH	O	O
madam	FW	B-NP	O
”	CH	O	O
(	CH	O	O
má_mì	N	B-NP	O
)	CH	O	O
có	V	B-VP	O
nhiều	A	B-AP	O
đào	N	B-NP	O
“	CH	O	O
ngon	A	B-AP	O
”	CH	O	O
nhất	A	B-AP	O
.	CH	O	O

Tisha	Np	B-NP	B-PER
dắt	V	B-VP	O
tôi	P	B-NP	O
đến	V	B-VP	O
gặp	V	B-VP	O
Daisy	Np	B-NP	B-PER
,	CH	O	O
một	M	B-NP	O
người_mẫu	N	B-NP	O
cao	A	B-AP	O
,	CH	O	O
tóc	N	B-NP	O
vàng	A	B-AP	O
rất	R	O	O
xinh	A	B-AP	O
.	CH	O	O

“	CH	O	O
Em	N	B-NP	O
Daisy	Np	B-NP	B-PER
sẽ	R	O	O
chăm_sóc	V	B-VP	O
cho	R	O	O
anh	Nc	B-NP	O
-	CH	O	O
Tisha	Np	B-NP	B-PER
giới_thiệu	V	B-VP	O
-	CH	O	O
Hai	M	B-NP	O
người	N	B-NP	O
vui_vẻ	A	B-AP	O
nghe	T	O	O
!	CH	O	O
”	CH	O	O
.	CH	O	O

Cho	V	B-VP	O
biết	V	B-VP	O
mình	P	B-NP	O
đã	R	O	O
có_mặt	V	B-VP	O
trên	E	B-PP	O
tờ	Nc	B-NP	B-ORG
Vogue	Np	I-NP	I-ORG
và	C	O	O
Elle	Np	B-NP	B-ORG
,	CH	O	O
Daisy	Np	B-NP	B-PER
thú_nhận	V	B-VP	O
phải	V	B-VP	O
tìm	V	B-VP	O
nguồn	N	B-NP	O
thu_nhập	V	B-VP	O
thêm	V	B-VP	O
.	CH	O	O

Cô	N	B-NP	O
ấy	P	B-NP	O
khoe	V	B-VP	O
vừa	R	O	O
mua	V	B-VP	O
một	M	B-NP	O
căn_hộ	N	B-NP	O
và	C	O	O
chiếc	Nc	B-NP	O
Mercedes	FW	B-NP	O
thể_thao	N	B-NP	O
.	CH	O	O

“	CH	O	O
Nếu	C	O	O
chỉ	R	O	O
làm	V	B-VP	O
người_mẫu	N	B-NP	O
thôi	T	O	O
,	CH	O	O
em	N	B-NP	O
làm_sao	X	O	O
tậu	V	B-VP	O
nổi	R	O	O
những	L	B-NP	O
thứ	Nc	B-NP	O
ấy	P	B-NP	O
,	CH	O	O
hả	I	O	O
anh	Nc	B-NP	O
!	CH	O	O
”	CH	O	O
-	CH	O	O
Daisy	Np	B-NP	B-PER
tâm_sự	V	B-VP	O
.	CH	O	O

Và	C	O	O
rồi	C	O	O
,	CH	O	O
Daisy	Np	B-NP	B-PER
đột_nhiên	R	O	O
vuốt	V	B-VP	O
tóc	N	B-NP	O
tôi	P	B-NP	O
,	CH	O	O
sau	N	B-NP	O
khi	N	B-NP	O
kêu	V	B-VP	O
chai	N	B-NP	O
champagne	FW	B-NP	O
giá	N	B-NP	O
600	M	B-NP	O
USD	Nu	B-NP	O
.	CH	O	O

Uống	V	B-VP	O
chừng	N	B-NP	O
nửa	L	B-NP	O
chai	N	B-NP	O
,	CH	O	O
Daisy	Np	B-NP	B-PER
bắt_đầu	V	B-VP	O
rờ_rẫm	V	B-VP	O
đùi	N	B-NP	O
tôi	P	B-NP	O
.	CH	O	O

“	CH	O	O
Mình	P	B-NP	O
lên	V	B-VP	O
lầu	N	B-NP	O
nghe	T	O	O
anh	Nc	B-NP	O
-	CH	O	O
nàng	N	B-NP	O
thủ_thỉ	V	B-VP	O
-	CH	O	O
Giá	N	B-NP	O
một	M	B-NP	O
giờ	Nu	B-NP	O
là	V	B-VP	O
2.000	M	B-NP	O
USD	Nu	B-NP	O
”	CH	O	O
.	CH	O	O

Tôi	P	B-NP	O
từ_chối	V	B-VP	O
khéo	A	B-AP	O
,	CH	O	O
nói	V	B-VP	O
rằng	C	O	O
có	V	B-VP	O
vợ	N	B-NP	O
rồi	R	O	O
.	CH	O	O

“	CH	O	O
Ối	I	O	O
trời	N	B-NP	O
,	CH	O	O
tưởng	V	B-VP	O
gì	P	B-NP	O
,	CH	O	O
bọn	Nc	B-NP	O
đàn_ông	N	B-NP	O
vào	V	B-VP	O
đây	P	B-NP	O
đều	R	O	O
có	V	B-VP	O
vợ	N	B-NP	O
cả	T	O	O
đấy	T	O	O
!	CH	O	O

Con	N	B-NP	O
gái	N	B-NP	O
của	E	B-PP	O
mấy	L	B-NP	O
lão	N	B-NP	O
này	P	B-NP	O
không_chừng	R	O	O
còn	R	O	O
lớn	A	B-AP	O
tuổi	N	B-NP	O
hơn	A	B-AP	O
em	N	B-NP	O
!	CH	O	O

”	CH	O	O
-	CH	O	O
Daisy	Np	B-NP	B-PER
bĩu	V	B-VP	O
môi	N	B-NP	O
...	CH	O	O

Khoảng	A	B-AP	O
2	M	B-NP	O
g	Nu	B-NP	O
sáng	N	B-NP	O
,	CH	O	O
Lowry	Np	B-NP	B-PER
ló_mặt	V	B-VP	O
từ	E	B-PP	O
cầu_thang	N	B-NP	O
.	CH	O	O

Trên	E	B-PP	O
đường	N	B-NP	O
về	V	B-VP	O
,	CH	O	O
hắn	P	B-NP	O
rủa	V	B-VP	O
tôi	P	B-NP	O
là	V	B-VP	O
“	CH	O	O
đồ	N	B-NP	O
ngốc	A	B-AP	O
”	CH	O	O
khi	N	B-NP	O
nghe	V	B-VP	O
nói	V	B-VP	O
tôi	P	B-NP	O
không	R	O	O
đi	V	B-VP	O
với	E	B-PP	O
cô	Nc	B-NP	O
nào	P	B-NP	O
lên	V	B-VP	O
lầu	N	B-NP	O
...	CH	O	O

Ngày	N	B-NP	O
27-9	M	B-NP	O
,	CH	O	O
phóng_viên	N	B-NP	O
TTCN	Ny	B-NP	B-ORG
về	V	B-VP	O
Cà_Mau	Np	B-NP	B-LOC
tìm	V	B-VP	O
gặp	V	B-VP	O
những	L	B-NP	O
người	Nc	B-NP	O
có	V	B-VP	O
trách_nhiệm	N	B-NP	O
của	E	B-PP	O
tỉnh	N	B-NP	O
này	P	B-NP	O
.	CH	O	O

Tuy_nhiên	C	O	O
,	CH	O	O
khi	N	B-NP	O
đến	V	B-VP	O
UBND	Ny	B-NP	O
tỉnh	N	B-NP	O
thì	C	O	O
các	L	B-NP	O
cán_bộ	N	B-NP	O
ở	E	B-PP	O
đây	P	B-NP	O
cho	V	B-VP	O
hay	V	B-VP	O
lãnh_đạo	N	B-NP	O
UBND	Ny	B-NP	O
tỉnh	N	B-NP	O
này	P	B-NP	O
đều	R	O	O
đi	V	B-VP	O
vắng	A	B-AP	O
và	C	O	O
bận	V	B-VP	O
họp	V	B-VP	O
.	CH	O	O

Cuối_cùng	N	B-NP	O
chúng_tôi	P	B-NP	O
tìm	V	B-VP	O
đến	V	B-VP	O
gõ_cửa	V	B-VP	O
Sở	N	B-NP	O
Nông_nghiệp	N	B-NP	O
&	CH	O	O
phát_triển	V	B-VP	O
nông_thôn	N	B-NP	O
.	CH	O	O

Ông	Nc	B-NP	O
Tô	Np	B-NP	B-PER
Quốc	Np	I-NP	I-PER
Nam	Np	I-NP	I-PER
-	CH	O	O
phó_giám_đốc	N	B-NP	O
Sở	N	B-NP	B-ORG
Nông_nghiệp	Np	I-NP	I-ORG
&	CH	I-NP	I-ORG
phát_triển	V	I-NP	I-ORG
nông_thôn	N	I-NP	I-ORG
tỉnh	N	I-NP	I-ORG
Cà_Mau	Np	I-NP	I-ORG
-	CH	O	O
nói	V	B-VP	O
:	CH	O	O
-	CH	O	O
Ngay	T	O	O
sau	N	B-NP	O
khi	N	B-NP	O
đọc	V	B-VP	O
phóng_sự	N	B-NP	O
“	CH	O	O
Tiếng	N	B-NP	O
kêu	V	B-VP	O
giữa	E	B-PP	O
rừng	N	B-NP	O
U_Minh_Hạ	Np	B-NP	B-LOC
”	CH	O	O
,	CH	O	O
phản_ánh	V	B-VP	O
chuyện	N	B-NP	O
bức_xúc	A	B-AP	O
của	E	B-PP	O
người	N	B-NP	O
dân	N	B-NP	O
sống	V	B-VP	O
ở	E	B-PP	O
ấp	N	B-NP	B-LOC
4	M	I-NP	I-LOC
,	CH	O	O
xã	N	B-NP	B-LOC
Khánh_Hoà	Np	I-NP	I-LOC
,	CH	O	O
huyện	N	B-NP	B-LOC
U_Minh	Np	I-NP	I-LOC
,	CH	O	O
bị	V	B-VP	O
Lâm_trường	N	B-NP	B-ORG
U_Minh	Np	I-NP	I-ORG
2	M	I-NP	I-ORG
và	C	O	O
chính_quyền	N	B-NP	O
ức_hiếp	V	B-VP	O
...	CH	O	O
,	CH	O	O
chủ_tịch	N	B-NP	O
UBND	Ny	B-NP	B-ORG
tỉnh	N	I-NP	I-ORG
Cà_Mau	Np	I-NP	I-ORG
đã	R	O	O
chỉ_đạo	V	B-VP	O
Sở	N	B-NP	O
Nông_nghiệp	Np	B-NP	O
&	CH	O	O
phát_triển	V	B-VP	O
nông_thôn	N	B-NP	O
,	CH	O	O
UBND	Ny	B-NP	B-ORG
huyện	N	I-NP	I-ORG
U_Minh	Np	I-NP	I-ORG
kiểm_tra	V	B-VP	O
vụ_việc	N	B-NP	O
báo	N	B-NP	O
phản_ánh	V	B-VP	O
.	CH	O	O

Thực_hiện	V	B-VP	O
sự	N	B-NP	O
chỉ_đạo	V	B-VP	O
này	P	B-NP	O
,	CH	O	O
chúng_tôi	P	B-NP	O
đã	R	O	O
thành_lập	V	B-VP	O
ngay	T	O	O
một	M	B-NP	O
đoàn	Nc	B-NP	O
cán_bộ	N	B-NP	O
của	E	B-PP	O
sở	N	B-NP	O
phối_hợp	V	B-VP	O
với	E	B-PP	O
UBND	Ny	B-NP	O
huyện	N	B-NP	O
xuống	V	B-VP	O
ấp	N	B-NP	B-LOC
4	M	I-NP	I-LOC
,	CH	O	O
Khánh_Hoà	Np	B-NP	B-LOC
.	CH	O	O

Ban_đầu	N	B-NP	O
chúng_tôi	P	B-NP	O
dự_định	V	B-VP	O
có	V	B-VP	O
mời	V	B-VP	O
cán_bộ	N	B-NP	O
lâm_trường	N	B-NP	O
tham_gia	V	B-VP	O
đoàn	N	B-NP	O
nhưng	C	O	O
sợ	V	B-VP	O
dân	N	B-NP	O
không	R	O	O
tin	V	B-VP	O
nên	C	O	O
chúng_tôi	P	B-NP	O
kiểm_tra	V	B-VP	O
độc_lập	A	B-AP	O
.	CH	O	O

Qua	V	B-VP	O
ba	M	B-NP	O
ngày	N	B-NP	O
trực_tiếp	A	B-AP	O
kiểm_tra	V	B-VP	O
,	CH	O	O
anh_em	N	B-NP	O
thanh_tra	V	B-VP	O
báo_cáo	V	B-VP	O
với	E	B-PP	O
tôi	P	B-NP	O
rằng	E	B-PP	O
những	L	B-NP	O
chuyện	N	B-NP	O
mà	C	O	O
báo	N	B-NP	B-ORG
TTCN	Ny	I-NP	I-ORG
nêu	V	B-VP	O
là	V	B-VP	O
đúng	A	B-AP	O
,	CH	O	O
xác_đáng	A	B-AP	O
.	CH	O	O

Chúng_tôi	P	B-NP	O
sẽ	R	O	O
báo_cáo	V	B-VP	O
vụ_việc	N	B-NP	O
với	E	B-PP	O
thường_trực	N	B-NP	O
UBND	Ny	B-NP	O
tỉnh	N	B-NP	O
nghiêm_túc	A	B-AP	O
tiếp_thu	V	B-VP	O
và	C	O	O
chấn_chỉnh	V	B-VP	O
ngay	R	O	O
.	CH	O	O

Ông	Nc	B-NP	O
có_thể	R	O	O
nói	V	B-VP	O
cụ_thể	A	B-AP	O
anh_em	N	B-NP	O
trong	E	B-PP	O
đoàn	Nc	B-NP	O
kiểm_tra	V	B-VP	O
đã	R	O	O
phát_hiện	V	B-VP	O
và	C	O	O
báo_cáo	V	B-VP	O
với	E	B-PP	O
ông	Nc	B-NP	O
những	L	B-NP	O
vấn_đề	N	B-NP	O
gì	P	B-NP	O
?	CH	O	O

Anh_em	N	B-NP	O
trong	E	B-PP	O
đoàn	Nc	B-NP	O
báo_cáo	V	B-VP	O
với	E	B-PP	O
tôi	P	B-NP	O
và	C	O	O
tập_thể	N	B-NP	O
ban	N	B-NP	O
giám_đốc	N	B-NP	O
sở	N	B-NP	O
nhiều	A	B-AP	O
vấn_đề	N	B-NP	O
nhưng	C	O	O
có	V	B-VP	O
hai	M	B-NP	O
vấn_đề	N	B-NP	O
nổi_cộm	V	B-VP	O
hiện_nay	N	B-NP	O
ở	E	B-PP	O
Lâm_trường	N	B-NP	B-ORG
U_Minh	Np	I-NP	I-ORG
2	M	I-NP	I-ORG
là	C	O	O
việc	N	B-NP	O
xét_duyệt	V	B-VP	O
cấp	V	B-VP	O
đất_đai	N	B-NP	O
cho	E	B-PP	O
quan_chức	N	B-NP	O
cấp	N	B-NP	O
tỉnh	N	B-NP	O
,	CH	O	O
cán_bộ	N	B-NP	O
Lâm_trường	N	B-NP	B-ORG
U_Minh	Np	I-NP	I-ORG
2	M	I-NP	I-ORG
,	CH	O	O
cán_bộ	N	B-NP	O
huyện	N	B-NP	O
và	C	O	O
xã	N	B-NP	B-LOC
Khánh_Hoà	Np	I-NP	I-LOC
,	CH	O	O
và	C	O	O
chuyện	N	B-NP	O
bức_xúc	A	B-AP	O
của	E	B-PP	O
dân	N	B-NP	O
xung_quanh	N	B-NP	O
điện	N	B-NP	O
,	CH	O	O
đường	N	B-NP	O
,	CH	O	O
trường	N	B-NP	O
,	CH	O	O
trạm	N	B-NP	O
,	CH	O	O
hộ_khẩu	N	B-NP	O
,	CH	O	O
cán_bộ	N	B-NP	O
hách_dịch	A	B-AP	O
,	CH	O	O
xa	A	B-AP	O
dân	N	B-NP	O
...	CH	O	O

Về	E	B-PP	O
việc	N	B-NP	O
cấp	V	B-VP	O
đất	N	B-NP	O
cho	E	B-PP	O
quan_chức	N	B-NP	O
và	C	O	O
gia_đình	N	B-NP	O
quan_chức	N	B-NP	O
,	CH	O	O
chúng_tôi	P	B-NP	O
đã	R	O	O
xác_định	V	B-VP	O
được	R	O	O
danh_tánh	N	B-NP	O
14	M	B-NP	O
cán_bộ	N	B-NP	O
được	V	B-VP	O
cấp	V	B-VP	O
đất	N	B-NP	O
tại	E	B-PP	O
Lâm_trường	N	B-NP	B-LOC
U_Minh	Np	I-NP	I-LOC
2	M	I-NP	I-LOC
.	CH	O	O

Số	N	B-NP	O
người	N	B-NP	O
này	P	B-NP	O
được	V	B-VP	O
lâm_trường	N	B-NP	O
giao_khoán	V	B-VP	O
đất	N	B-NP	O
trồng	V	B-VP	O
rừng	N	B-NP	O
(	CH	O	O
mỗi	L	B-NP	O
người	N	B-NP	O
5,5	M	B-NP	O
-	CH	O	O
